Time(ms), Input 0
100, 0.00579833984375
101, 0.006256103515625
102, 0.006103515625
103, 0.006103515625
104, 0.00640869140625
105, 0.006103515625
106, 0.005950927734375
107, 0.006103515625
108, 0.006256103515625
109, 0.005950927734375
110, 0.006103515625
111, 0.006256103515625
112, 0.006103515625
113, 0.006256103515625
114, 0.006103515625
115, 0.00640869140625
116, 0.006103515625
117, 0.006103515625
118, 0.006103515625
119, 0.006256103515625
120, 0.006256103515625
121, 0.006256103515625
122, 0.006256103515625
123, 0.00579833984375
124, 0.005950927734375
125, 0.005950927734375
126, 0.005950927734375
127, 0.006256103515625
128, 0.005950927734375
129, 0.006103515625
130, 0.006256103515625
131, 0.006256103515625
132, 0.00579833984375
133, 0.00579833984375
134, 0.005950927734375
135, 0.005950927734375
136, 0.006103515625
137, 0.006103515625
138, 0.006103515625
139, 0.005645751953125
140, 0.006561279296875
141, 0.006103515625
142, 0.00640869140625
143, 0.006256103515625
144, 0.00579833984375
145, 0.005950927734375
146, 0.006103515625
147, 0.00640869140625
148, 0.00640869140625
149, 0.006103515625
150, 0.006256103515625
151, 0.00579833984375
152, 0.005950927734375
153, 0.005950927734375
154, 0.005950927734375
155, 0.00579833984375
156, 0.006103515625
157, 0.006103515625
158, 0.005950927734375
159, 0.00640869140625
160, 0.006103515625
161, 0.006103515625
162, 0.006256103515625
163, 0.00579833984375
164, 0.00640869140625
165, 0.006256103515625
166, 0.005950927734375
167, 0.006103515625
168, 0.005950927734375
169, 0.005950927734375
170, 0.006103515625
171, 0.005950927734375
172, 0.006103515625
173, 0.006103515625
174, 0.006256103515625
175, 0.006256103515625
176, 0.006103515625
177, 0.006256103515625
178, 0.00579833984375
179, 0.006103515625
180, 0.006256103515625
181, 0.005950927734375
182, 0.00579833984375
183, 0.005950927734375
184, 0.005950927734375
185, 0.006103515625
186, 0.006256103515625
187, 0.005950927734375
188, 0.006103515625
189, 0.006103515625
190, 0.006256103515625
191, 0.00579833984375
192, 0.006561279296875
193, 0.006103515625
194, 0.006103515625
195, 0.006256103515625
196, 0.00579833984375
197, 0.006256103515625
198, 0.005950927734375
199, 0.006103515625
200, 0.00640869140625
201, 0.005950927734375
202, 0.006103515625
203, 0.006103515625
204, 0.00640869140625
205, 0.006561279296875
206, 0.005950927734375
207, 0.006256103515625
208, 0.006256103515625
209, 0.00640869140625
210, 0.006256103515625
211, 0.006256103515625
212, 0.006256103515625
213, 0.006103515625
214, 0.006256103515625
215, 0.006103515625
216, 0.006103515625
217, 0.006103515625
218, 0.006103515625
219, 0.006103515625
220, 0.006256103515625
221, 0.006103515625
222, 0.006103515625
223, 0.006103515625
224, 0.006256103515625
225, 0.005950927734375
226, 0.006103515625
227, 0.006103515625
228, 0.006103515625
229, 0.00640869140625
230, 0.00640869140625
231, 0.006103515625
232, 0.006256103515625
233, 0.006256103515625
234, 0.006103515625
235, 0.006103515625
236, 0.006256103515625
237, 0.005950927734375
238, 0.005950927734375
239, 0.00640869140625
240, 0.005950927734375
241, 0.006103515625
242, 0.005950927734375
243, 0.00579833984375
244, 0.006256103515625
245, 0.006103515625
246, 0.00640869140625
247, 0.006103515625
248, 0.00640869140625
249, 0.00579833984375
250, 0.006256103515625
251, 0.006103515625
252, 0.005950927734375
253, 0.00579833984375
254, 0.006256103515625
255, 0.006256103515625
256, 0.006103515625
257, 0.006103515625
258, 0.006103515625
259, 0.006103515625
260, 0.00640869140625
261, 0.00579833984375
262, 0.006256103515625
263, 0.006256103515625
264, 0.00640869140625
265, 0.005950927734375
266, 0.006256103515625
267, 0.006256103515625
268, 0.006103515625
269, 0.006103515625
270, 0.006256103515625
271, 0.005950927734375
272, 0.006103515625
273, 0.00640869140625
274, 0.006561279296875
275, 0.006103515625
276, 0.005950927734375
277, 0.00579833984375
278, 0.006103515625
279, 0.006103515625
280, 0.0067138671875
281, 0.006561279296875
282, 0.006103515625
283, 0.00640869140625
284, 0.005950927734375
285, 0.005950927734375
286, 0.005950927734375
287, 0.006103515625
288, 0.006103515625
289, 0.006103515625
290, 0.006103515625
291, 0.006256103515625
292, 0.006103515625
293, 0.006256103515625
294, 0.005950927734375
295, 0.006256103515625
296, 0.006256103515625
297, 0.006103515625
298, 0.006103515625
299, 0.005950927734375
300, 0.006103515625
301, 0.006256103515625
302, 0.006103515625
303, 0.006103515625
304, 0.006103515625
305, 0.006256103515625
306, 0.006256103515625
307, 0.006256103515625
308, 0.006256103515625
309, 0.006256103515625
310, 0.00640869140625
311, 0.00640869140625
312, 0.006103515625
313, 0.00579833984375
314, 0.005950927734375
315, 0.006103515625
316, 0.005950927734375
317, 0.005950927734375
318, 0.00640869140625
319, 0.006103515625
320, 0.005950927734375
321, 0.00640869140625
322, 0.005950927734375
323, 0.006256103515625
324, 0.00640869140625
325, 0.006256103515625
326, 0.005950927734375
327, 0.006103515625
328, 0.005950927734375
329, 0.006256103515625
330, 0.005950927734375
331, 0.006103515625
332, 0.00640869140625
333, 0.006256103515625
334, 0.006256103515625
335, 0.00579833984375
336, 0.00579833984375
337, 0.005950927734375
338, 0.006103515625
339, 0.006103515625
340, 0.006256103515625
341, 0.006256103515625
342, 0.006103515625
343, 0.006103515625
344, 0.006256103515625
345, 0.006103515625
346, 0.005950927734375
347, 0.005950927734375
348, 0.006256103515625
349, 0.006256103515625
350, 0.00579833984375
351, 0.006256103515625
352, 0.006103515625
353, 0.005950927734375
354, 0.005950927734375
355, 0.006103515625
356, 0.006103515625
357, 0.005950927734375
358, 0.00579833984375
359, 0.006256103515625
360, 0.006256103515625
361, 0.006103515625
362, 0.005950927734375
363, 0.006103515625
364, 0.006256103515625
365, 0.006256103515625
366, 0.005950927734375
367, 0.006103515625
368, 0.006256103515625
369, 0.006103515625
370, 0.005950927734375
371, 0.006256103515625
372, 0.006103515625
373, 0.006103515625
374, 0.006256103515625
375, 0.00640869140625
376, 0.00640869140625
377, 0.006103515625
378, 0.00640869140625
379, 0.00579833984375
380, 0.005950927734375
381, 0.006103515625
382, 0.00579833984375
383, 0.006256103515625
384, 0.005950927734375
385, 0.006103515625
386, 0.006256103515625
387, 0.006256103515625
388, 0.006103515625
389, 0.006103515625
390, 0.00579833984375
391, 0.005950927734375
392, 0.006256103515625
393, 0.006103515625
394, 0.005950927734375
395, 0.006256103515625
396, 0.006256103515625
397, 0.00640869140625
398, 0.005645751953125
399, 0.00579833984375
400, 0.005950927734375
401, 0.006256103515625
402, 0.005950927734375
403, 0.005950927734375
404, 0.006103515625
405, 0.006103515625
406, 0.006103515625
407, 0.005950927734375
408, 0.006256103515625
409, 0.005950927734375
410, 0.006103515625
411, 0.00579833984375
412, 0.006256103515625
413, 0.006256103515625
414, 0.006103515625
415, 0.00579833984375
416, 0.006256103515625
417, 0.00640869140625
418, 0.00640869140625
419, 0.00579833984375
420, 0.006256103515625
421, 0.006103515625
422, 0.006103515625
423, 0.00579833984375
424, 0.00579833984375
425, 0.006256103515625
426, 0.006256103515625
427, 0.006103515625
428, 0.006256103515625
429, 0.006256103515625
430, 0.006561279296875
431, 0.006256103515625
432, 0.006256103515625
433, 0.006103515625
434, 0.005645751953125
435, 0.006256103515625
436, 0.005950927734375
437, 0.006256103515625
438, 0.006103515625
439, 0.006103515625
440, 0.006103515625
441, 0.006103515625
442, 0.006256103515625
443, 0.005950927734375
444, 0.00579833984375
445, 0.006103515625
446, 0.006256103515625
447, 0.00640869140625
448, 0.006256103515625
449, 0.00579833984375
450, 0.00579833984375
451, 0.00579833984375
452, 0.006103515625
453, 0.00579833984375
454, 0.005950927734375
455, 0.006103515625
456, 0.006103515625
457, 0.006103515625
458, 0.006561279296875
459, 0.00640869140625
460, 0.005950927734375
461, 0.006103515625
462, 0.006103515625
463, 0.0067138671875
464, 0.005950927734375
465, 0.006103515625
466, 0.00579833984375
467, 0.006103515625
468, 0.005950927734375
469, 0.005950927734375
470, 0.00579833984375
471, 0.006103515625
472, 0.005950927734375
473, 0.00579833984375
474, 0.006103515625
475, 0.006103515625
476, 0.005645751953125
477, 0.006256103515625
478, 0.00579833984375
479, 0.006103515625
480, 0.005950927734375
481, 0.006561279296875
482, 0.006103515625
483, 0.006256103515625
484, 0.006103515625
485, 0.006103515625
486, 0.00640869140625
487, 0.006103515625
488, 0.005950927734375
489, 0.006256103515625
490, 0.006103515625
491, 0.00579833984375
492, 0.006256103515625
493, 0.006561279296875
494, 0.006256103515625
495, 0.006103515625
496, 0.006103515625
497, 0.006561279296875
498, 0.006103515625
499, 0.00640869140625
500, 0.005950927734375
501, 0.006256103515625
502, 0.006103515625
503, 0.005950927734375
504, 0.00640869140625
505, 0.006256103515625
506, 0.005950927734375
507, 0.006103515625
508, 0.006561279296875
509, 0.006103515625
510, 0.006256103515625
511, 0.005950927734375
512, 0.006103515625
513, 0.00640869140625
514, 0.006103515625
515, 0.006256103515625
516, 0.006256103515625
517, 0.006103515625
518, 0.00640869140625
519, 0.006103515625
520, 0.006256103515625
521, 0.005950927734375
522, 0.006256103515625
523, 0.005950927734375
524, 0.006256103515625
525, 0.006256103515625
526, 0.006103515625
527, 0.006103515625
528, 0.006256103515625
529, 0.006256103515625
530, 0.006103515625
531, 0.005950927734375
532, 0.006103515625
533, 0.005950927734375
534, 0.006103515625
535, 0.005950927734375
536, 0.005950927734375
537, 0.006256103515625
538, 0.00579833984375
539, 0.006256103515625
540, 0.006256103515625
541, 0.006256103515625
542, 0.006256103515625
543, 0.00579833984375
544, 0.005950927734375
545, 0.00640869140625
546, 0.006256103515625
547, 0.006103515625
548, 0.006103515625
549, 0.006103515625
550, 0.006256103515625
551, 0.006103515625
552, 0.005950927734375
553, 0.006256103515625
554, 0.00579833984375
555, 0.006103515625
556, 0.006256103515625
557, 0.006256103515625
558, 0.005950927734375
559, 0.005950927734375
560, 0.006103515625
561, 0.006256103515625
562, 0.006103515625
563, 0.006256103515625
564, 0.006103515625
565, 0.006103515625
566, 0.006256103515625
567, 0.005950927734375
568, 0.006256103515625
569, 0.006103515625
570, 0.006256103515625
571, 0.00640869140625
572, 0.006561279296875
573, 0.006103515625
574, 0.006103515625
575, 0.00640869140625
576, 0.005950927734375
577, 0.00579833984375
578, 0.005950927734375
579, 0.006103515625
580, 0.00640869140625
581, 0.00579833984375
582, 0.006103515625
583, 0.00579833984375
584, 0.006103515625
585, 0.005950927734375
586, 0.006256103515625
587, 0.006103515625
588, 0.006256103515625
589, 0.006103515625
590, 0.00579833984375
591, 0.006103515625
592, 0.006256103515625
593, 0.006103515625
594, 0.005645751953125
595, 0.006103515625
596, 0.005950927734375
597, 0.006103515625
598, 0.006256103515625
599, 0.006103515625
600, 0.006103515625
601, 0.006103515625
602, 0.006256103515625
603, 0.006103515625
604, 0.00640869140625
605, 0.006256103515625
606, 0.005950927734375
607, 0.00640869140625
608, 0.00579833984375
609, 0.006256103515625
610, 0.006103515625
611, 0.006103515625
612, 0.005950927734375
613, 0.005950927734375
614, 0.005950927734375
615, 0.006256103515625
616, 0.006561279296875
617, 0.005950927734375
618, 0.006256103515625
619, 0.00640869140625
620, 0.006256103515625
621, 0.005950927734375
622, 0.006103515625
623, 0.006103515625
624, 0.006103515625
625, 0.006103515625
626, 0.005950927734375
627, 0.005950927734375
628, 0.00579833984375
629, 0.005950927734375
630, 0.005645751953125
631, 0.006103515625
632, 0.006256103515625
633, 0.005950927734375
634, 0.00640869140625
635, 0.006103515625
636, 0.005645751953125
637, 0.006256103515625
638, 0.006103515625
639, 0.00579833984375
640, 0.006103515625
641, 0.00640869140625
642, 0.006256103515625
643, 0.005950927734375
644, 0.005950927734375
645, 0.005950927734375
646, 0.006103515625
647, 0.006103515625
648, 0.006256103515625
649, 0.005950927734375
650, 0.006103515625
651, 0.005645751953125
652, 0.005950927734375
653, 0.00579833984375
654, 0.005950927734375
655, 0.00579833984375
656, 0.006256103515625
657, 0.006103515625
658, 0.006103515625
659, 0.006256103515625
660, 0.006256103515625
661, 0.00579833984375
662, 0.00579833984375
663, 0.006256103515625
664, 0.005950927734375
665, 0.005950927734375
666, 0.006256103515625
667, 0.006256103515625
668, 0.006103515625
669, 0.006103515625
670, 0.006103515625
671, 0.006103515625
672, 0.006103515625
673, 0.006103515625
674, 0.00579833984375
675, 0.006103515625
676, 0.006256103515625
677, 0.006103515625
678, 0.006103515625
679, 0.006103515625
680, 0.006256103515625
681, 0.006256103515625
682, 0.006256103515625
683, 0.005950927734375
684, 0.006256103515625
685, 0.006561279296875
686, 0.005950927734375
687, 0.006256103515625
688, 0.006256103515625
689, 0.00640869140625
690, 0.006103515625
691, 0.006103515625
692, 0.006103515625
693, 0.006103515625
694, 0.00640869140625
695, 0.006103515625
696, 0.006103515625
697, 0.006103515625
698, 0.006256103515625
699, 0.005950927734375
700, 0.006256103515625
701, 0.006103515625
702, 0.006256103515625
703, 0.006256103515625
704, 0.006256103515625
705, 0.005950927734375
706, 0.006103515625
707, 0.006103515625
708, 0.006256103515625
709, 0.005950927734375
710, 0.006256103515625
711, 0.005950927734375
712, 0.006103515625
713, 0.006103515625
714, 0.0067138671875
715, 0.006256103515625
716, 0.006103515625
717, 0.00579833984375
718, 0.00579833984375
719, 0.006256103515625
720, 0.006561279296875
721, 0.006103515625
722, 0.006103515625
723, 0.005950927734375
724, 0.00579833984375
725, 0.005950927734375
726, 0.006103515625
727, 0.005950927734375
728, 0.0067138671875
729, 0.00640869140625
730, 0.006103515625
731, 0.006256103515625
732, 0.006103515625
733, 0.0054931640625
734, 0.005950927734375
735, 0.005950927734375
736, 0.006256103515625
737, 0.006103515625
738, 0.006103515625
739, 0.005950927734375
740, 0.00579833984375
741, 0.006103515625
742, 0.005950927734375
743, 0.005645751953125
744, 0.00579833984375
745, 0.006103515625
746, 0.006256103515625
747, 0.00640869140625
748, 0.006103515625
749, 0.006103515625
750, 0.006103515625
751, 0.005950927734375
752, 0.006256103515625
753, 0.005950927734375
754, 0.006256103515625
755, 0.006256103515625
756, 0.006256103515625
757, 0.006103515625
758, 0.00640869140625
759, 0.005950927734375
760, 0.00640869140625
761, 0.005950927734375
762, 0.006103515625
763, 0.00640869140625
764, 0.006256103515625
765, 0.006256103515625
766, 0.006256103515625
767, 0.006103515625
768, 0.005950927734375
769, 0.00579833984375
770, 0.00640869140625
771, 0.006256103515625
772, 0.006103515625
773, 0.006256103515625
774, 0.006103515625
775, 0.006256103515625
776, 0.00579833984375
777, 0.006256103515625
778, 0.006103515625
779, 0.005950927734375
780, 0.006256103515625
781, 0.006256103515625
782, 0.006256103515625
783, 0.006561279296875
784, 0.006256103515625
785, 0.006103515625
786, 0.006103515625
787, 0.00579833984375
788, 0.005950927734375
789, 0.006103515625
790, 0.006256103515625
791, 0.006103515625
792, 0.00640869140625
793, 0.005950927734375
794, 0.006103515625
795, 0.005950927734375
796, 0.00640869140625
797, 0.006103515625
798, 0.00640869140625
799, 0.006103515625
800, 0.006256103515625
801, 0.006103515625
802, 0.006256103515625
803, 0.006103515625
804, 0.006256103515625
805, 0.006103515625
806, 0.00640869140625
807, 0.006256103515625
808, 0.006256103515625
809, 0.00640869140625
810, 0.006103515625
811, 0.005950927734375
812, 0.006256103515625
813, 0.006103515625
814, 0.006256103515625
815, 0.006103515625
816, 0.006103515625
817, 0.00640869140625
818, 0.006256103515625
819, 0.005950927734375
820, 0.006103515625
821, 0.005950927734375
822, 0.00640869140625
823, 0.006256103515625
824, 0.006256103515625
825, 0.00640869140625
826, 0.005950927734375
827, 0.00579833984375
828, 0.005950927734375
829, 0.006256103515625
830, 0.00640869140625
831, 0.006103515625
832, 0.006103515625
833, 0.006103515625
834, 0.006103515625
835, 0.005950927734375
836, 0.006103515625
837, 0.006256103515625
838, 0.006103515625
839, 0.005950927734375
840, 0.00579833984375
841, 0.0067138671875
842, 0.006103515625
843, 0.006103515625
844, 0.006103515625
845, 0.006256103515625
846, 0.006256103515625
847, 0.00579833984375
848, 0.006103515625
849, 0.005950927734375
850, 0.005950927734375
851, 0.006103515625
852, 0.006256103515625
853, 0.006103515625
854, 0.006256103515625
855, 0.006256103515625
856, 0.006256103515625
857, 0.005950927734375
858, 0.006256103515625
859, 0.006103515625
860, 0.006256103515625
861, 0.006256103515625
862, 0.006256103515625
863, 0.006103515625
864, 0.00579833984375
865, 0.005950927734375
866, 0.00579833984375
867, 0.006256103515625
868, 0.006256103515625
869, 0.006103515625
870, 0.00640869140625
871, 0.006103515625
872, 0.006256103515625
873, 0.00640869140625
874, 0.005950927734375
875, 0.006256103515625
876, 0.006103515625
877, 0.006103515625
878, 0.005950927734375
879, 0.006103515625
880, 0.00640869140625
881, 0.00640869140625
882, 0.006256103515625
883, 0.006103515625
884, 0.005950927734375
885, 0.006103515625
886, 0.00579833984375
887, 0.006256103515625
888, 0.00640869140625
889, 0.006103515625
890, 0.00640869140625
891, 0.005950927734375
892, 0.00579833984375
893, 0.005950927734375
894, 0.005950927734375
895, 0.00640869140625
896, 0.006256103515625
897, 0.00579833984375
898, 0.006103515625
899, 0.006256103515625
900, 0.006256103515625
901, 0.006103515625
902, 0.006103515625
903, 0.006103515625
904, 0.005645751953125
905, 0.006103515625
906, 0.006103515625
907, 0.006256103515625
908, 0.005645751953125
909, 0.006103515625
910, 0.00640869140625
911, 0.00640869140625
912, 0.006103515625
913, 0.005950927734375
914, 0.005950927734375
915, 0.005950927734375
916, 0.006103515625
917, 0.006256103515625
918, 0.006561279296875
919, 0.006103515625
920, 0.005950927734375
921, 0.006103515625
922, 0.006103515625
923, 0.006256103515625
924, 0.006256103515625
925, 0.006561279296875
926, 0.006103515625
927, 0.005950927734375
928, 0.006256103515625
929, 0.006256103515625
930, 0.005950927734375
931, 0.00640869140625
932, 0.006103515625
933, 0.0067138671875
934, 0.005950927734375
935, 0.006256103515625
936, 0.006103515625
937, 0.006103515625
938, 0.005950927734375
939, 0.005950927734375
940, 0.006103515625
941, 0.006256103515625
942, 0.00640869140625
943, 0.00640869140625
944, 0.005950927734375
945, 0.006256103515625
946, 0.006103515625
947, 0.006256103515625
948, 0.006103515625
949, 0.00640869140625
950, 0.006103515625
951, 0.006103515625
952, 0.006103515625
953, 0.005950927734375
954, 0.006256103515625
955, 0.006103515625
956, 0.005950927734375
957, 0.006103515625
958, 0.006103515625
959, 0.006103515625
960, 0.00640869140625
961, 0.006256103515625
962, 0.006256103515625
963, 0.005950927734375
964, 0.005950927734375
965, 0.006256103515625
966, 0.005950927734375
967, 0.006256103515625
968, 0.005950927734375
969, 0.006103515625
970, 0.006256103515625
971, 0.005950927734375
972, 0.005950927734375
973, 0.005950927734375
974, 0.00640869140625
975, 0.00579833984375
976, 0.006256103515625
977, 0.005950927734375
978, 0.00640869140625
979, 0.006103515625
980, 0.006103515625
981, 0.00579833984375
982, 0.006256103515625
983, 0.006256103515625
984, 0.006256103515625
985, 0.006103515625
986, 0.00640869140625
987, 0.006103515625
988, 0.00579833984375
989, 0.006256103515625
990, 0.005950927734375
991, 0.0067138671875
992, 0.006103515625
993, 0.006256103515625
994, 0.00579833984375
995, 0.005950927734375
996, 0.006256103515625
997, 0.006103515625
998, 0.006256103515625
999, 0.006103515625
1000, 0.005950927734375
1001, 0.006103515625
1002, 0.00640869140625
1003, 0.006256103515625
1004, 0.006103515625
1005, 0.006103515625
1006, 0.006103515625
1007, 0.006103515625
1008, 0.006256103515625
1009, 0.006103515625
1010, 0.006103515625
1011, 0.00640869140625
1012, 0.006256103515625
1013, 0.006256103515625
1014, 0.006103515625
1015, 0.006256103515625
1016, 0.006103515625
1017, 0.006103515625
1018, 0.00579833984375
1019, 0.006103515625
1020, 0.006103515625
1021, 0.00579833984375
1022, 0.00640869140625
1023, 0.006256103515625
1024, 0.006103515625
1025, 0.006103515625
1026, 0.006256103515625
1027, 0.00579833984375
1028, 0.005950927734375
1029, 0.00640869140625
1030, 0.006256103515625
1031, 0.006256103515625
1032, 0.005950927734375
1033, 0.005950927734375
1034, 0.006103515625
1035, 0.006103515625
1036, 0.006103515625
1037, 0.006256103515625
1038, 0.005950927734375
1039, 0.006103515625
1040, 0.006103515625
1041, 0.005950927734375
1042, 0.006256103515625
1043, 0.006256103515625
1044, 0.006103515625
1045, 0.006103515625
1046, 0.006103515625
1047, 0.006256103515625
1048, 0.006103515625
1049, 0.005950927734375
1050, 0.006256103515625
1051, 0.00579833984375
1052, 0.005950927734375
1053, 0.005950927734375
1054, 0.006103515625
1055, 0.005950927734375
1056, 0.00640869140625
1057, 0.006103515625
1058, 0.005950927734375
1059, 0.005950927734375
1060, 0.005645751953125
1061, 0.006256103515625
1062, 0.006103515625
1063, 0.00579833984375
1064, 0.006103515625
1065, 0.005950927734375
1066, 0.005950927734375
1067, 0.006103515625
1068, 0.006256103515625
1069, 0.005645751953125
1070, 0.005950927734375
1071, 0.00640869140625
1072, 0.006256103515625
1073, 0.006103515625
1074, 0.00579833984375
1075, 0.005950927734375
1076, 0.006103515625
1077, 0.006103515625
1078, 0.005950927734375
1079, 0.005950927734375
1080, 0.006103515625
1081, 0.006103515625
1082, 0.006103515625
1083, 0.005950927734375
1084, 0.006103515625
1085, 0.00579833984375
1086, 0.006103515625
1087, 0.006103515625
1088, 0.006103515625
1089, 0.006256103515625
1090, 0.0067138671875
1091, 0.006103515625
1092, 0.006103515625
1093, 0.006256103515625
1094, 0.00640869140625
1095, 0.005950927734375
1096, 0.006561279296875
1097, 0.006256103515625
1098, 0.00640869140625
1099, 0.005950927734375
1100, 0.00579833984375
1101, 0.006561279296875
1102, 0.006103515625
1103, 0.006256103515625
1104, 0.006103515625
1105, 0.00579833984375
1106, 0.005950927734375
1107, 0.006103515625
1108, 0.006256103515625
1109, 0.005950927734375
1110, 0.00579833984375
1111, 0.006103515625
1112, 0.006256103515625
1113, 0.00579833984375
1114, 0.006103515625
1115, 0.006561279296875
1116, 0.00640869140625
1117, 0.006256103515625
1118, 0.00579833984375
1119, 0.00640869140625
1120, 0.006103515625
1121, 0.005950927734375
1122, 0.006256103515625
1123, 0.005645751953125
1124, 0.006256103515625
1125, 0.006256103515625
1126, 0.006256103515625
1127, 0.006561279296875
1128, 0.00640869140625
1129, 0.006256103515625
1130, 0.006256103515625
1131, 0.006103515625
1132, 0.006103515625
1133, 0.006103515625
1134, 0.00640869140625
1135, 0.006256103515625
1136, 0.006103515625
1137, 0.006103515625
1138, 0.006103515625
1139, 0.005950927734375
1140, 0.006103515625
1141, 0.005950927734375
1142, 0.006103515625
1143, 0.006103515625
1144, 0.005950927734375
1145, 0.00640869140625
1146, 0.00640869140625
1147, 0.006103515625
1148, 0.006103515625
1149, 0.005950927734375
1150, 0.006103515625
1151, 0.006103515625
1152, 0.006103515625
1153, 0.005950927734375
1154, 0.006256103515625
1155, 0.005950927734375
1156, 0.006256103515625
1157, 0.006561279296875
1158, 0.006103515625
1159, 0.006561279296875
1160, 0.006256103515625
1161, 0.00640869140625
1162, 0.006103515625
1163, 0.006256103515625
1164, 0.006103515625
1165, 0.006103515625
1166, 0.005950927734375
1167, 0.005950927734375
1168, 0.006103515625
1169, 0.00640869140625
1170, 0.006256103515625
1171, 0.00640869140625
1172, 0.006256103515625
1173, 0.006256103515625
1174, 0.006256103515625
1175, 0.006561279296875
1176, 0.005950927734375
1177, 0.006103515625
1178, 0.005950927734375
1179, 0.006103515625
1180, 0.006103515625
1181, 0.00640869140625
1182, 0.006103515625
1183, 0.005950927734375
1184, 0.006103515625
1185, 0.00579833984375
1186, 0.006256103515625
1187, 0.006103515625
1188, 0.006256103515625
1189, 0.005950927734375
1190, 0.006256103515625
1191, 0.005645751953125
1192, 0.006561279296875
1193, 0.006256103515625
1194, 0.006103515625
1195, 0.006256103515625
1196, 0.006256103515625
1197, 0.00579833984375
1198, 0.006256103515625
1199, 0.005950927734375
1200, 0.006256103515625
1201, 0.00579833984375
1202, 0.005950927734375
1203, 0.006561279296875
1204, 0.006103515625
1205, 0.006103515625
1206, 0.006103515625
1207, 0.005950927734375
1208, 0.00640869140625
1209, 0.00640869140625
1210, 0.00640869140625
1211, 0.005950927734375
1212, 0.006103515625
1213, 0.006256103515625
1214, 0.006103515625
1215, 0.005950927734375
1216, 0.006103515625
1217, 0.006256103515625
1218, 0.006561279296875
1219, 0.0067138671875
1220, 0.005950927734375
1221, 0.006103515625
1222, 0.006256103515625
1223, 0.006256103515625
1224, 0.00579833984375
1225, 0.006103515625
1226, 0.006103515625
1227, 0.006103515625
1228, 0.00579833984375
1229, 0.006103515625
1230, 0.005950927734375
1231, 0.006256103515625
1232, 0.006256103515625
1233, 0.006256103515625
1234, 0.00579833984375
1235, 0.005950927734375
1236, 0.00579833984375
1237, 0.006256103515625
1238, 0.005950927734375
1239, 0.00640869140625
1240, 0.00640869140625
1241, 0.006256103515625
1242, 0.006561279296875
1243, 0.006103515625
1244, 0.006256103515625
1245, 0.006103515625
1246, 0.00640869140625
1247, 0.005950927734375
1248, 0.006103515625
1249, 0.006256103515625
1250, 0.006103515625
1251, 0.006103515625
1252, 0.006103515625
1253, 0.006256103515625
1254, 0.006103515625
1255, 0.006256103515625
1256, 0.006561279296875
1257, 0.006256103515625
1258, 0.00640869140625
1259, 0.00640869140625
1260, 0.006256103515625
1261, 0.006256103515625
1262, 0.006256103515625
1263, 0.006103515625
1264, 0.005950927734375
1265, 0.005950927734375
1266, 0.005950927734375
1267, 0.006256103515625
1268, 0.006256103515625
1269, 0.006103515625
1270, 0.005950927734375
1271, 0.006103515625
1272, 0.00579833984375
1273, 0.00640869140625
1274, 0.006256103515625
1275, 0.005950927734375
1276, 0.006103515625
1277, 0.006103515625
1278, 0.006103515625
1279, 0.006256103515625
1280, 0.006103515625
1281, 0.006256103515625
1282, 0.005950927734375
1283, 0.006561279296875
